Timestamp,DateTime,Symbol,Open,High,Low,Close,Volume,OpenInterest
1754019900,2025-08-01 09:15:00,NIFTY-FUT,24800.00,24802.00,24765.00,24789.00,471000,15577200
1754020200,2025-08-01 09:20:00,NIFTY-FUT,24786.40,24805.00,24782.00,24785.00,207450,15669900
1754020500,2025-08-01 09:25:00,NIFTY-FUT,24783.10,24783.10,24750.00,24757.00,214800,15712125
1754020800,2025-08-01 09:30:00,NIFTY-FUT,24756.50,24816.70,24743.30,24790.00,196500,15810975
1754021100,2025-08-01 09:35:00,NIFTY-FUT,24792.60,24805.00,24770.00,24771.70,101325,15854400
1754021400,2025-08-01 09:40:00,NIFTY-FUT,24771.70,24800.00,24770.00,24784.90,79425,15865425
1754021700,2025-08-01 09:45:00,NIFTY-FUT,24784.90,24798.40,24770.00,24787.30,106050,15889950
1754022000,2025-08-01 09:50:00,NIFTY-FUT,24787.10,24798.00,24770.80,24772.50,65850,15870225
1754022300,2025-08-01 09:55:00,NIFTY-FUT,24776.50,24779.90,24758.00,24767.00,76125,15880425
1754022600,2025-08-01 10:00:00,NIFTY-FUT,24770.50,24799.00,24758.00,24795.00,84075,15897525
1754022900,2025-08-01 10:05:00,NIFTY-FUT,24795.00,24796.90,24782.20,24796.90,35175,15889950
1754023200,2025-08-01 10:10:00,NIFTY-FUT,24799.00,24819.00,24789.50,24812.20,85125,15884700
1754023500,2025-08-01 10:15:00,NIFTY-FUT,24818.00,24822.90,24800.10,24820.00,78600,15903525
1754023800,2025-08-01 10:20:00,NIFTY-FUT,24820.00,24848.00,24816.00,24822.20,110325,15924525
1754024100,2025-08-01 10:25:00,NIFTY-FUT,24822.20,24840.00,24822.20,24835.00,79500,15930450
1754024400,2025-08-01 10:30:00,NIFTY-FUT,24835.00,24853.60,24827.00,24846.90,67125,15942300
1754024700,2025-08-01 10:35:00,NIFTY-FUT,24851.90,24854.90,24840.00,24840.00,83175,15960075
1754025000,2025-08-01 10:40:00,NIFTY-FUT,24840.00,24850.00,24823.00,24842.80,36600,15966150
1754025300,2025-08-01 10:45:00,NIFTY-FUT,24842.80,24848.00,24825.20,24832.00,33300,15963450
1754025600,2025-08-01 10:50:00,NIFTY-FUT,24832.00,24834.50,24802.00,24811.00,56700,15966000
1754025900,2025-08-01 10:55:00,NIFTY-FUT,24811.00,24821.60,24806.70,24821.60,44925,15970050
1754026200,2025-08-01 11:00:00,NIFTY-FUT,24824.00,24848.00,24818.80,24840.00,51300,15995700
1754026500,2025-08-01 11:05:00,NIFTY-FUT,24842.80,24847.80,24788.00,24795.00,59925,16005750
1754026800,2025-08-01 11:10:00,NIFTY-FUT,24795.00,24805.00,24775.60,24777.00,84300,16003125
1754027100,2025-08-01 11:15:00,NIFTY-FUT,24777.10,24794.00,24759.70,24770.00,94425,16017000
1754027400,2025-08-01 11:20:00,NIFTY-FUT,24764.10,24783.60,24764.10,24777.00,55425,16052175
1754027700,2025-08-01 11:25:00,NIFTY-FUT,24781.30,24784.00,24765.00,24766.70,58875,16060575
1754028000,2025-08-01 11:30:00,NIFTY-FUT,24766.70,24768.90,24756.10,24757.90,74700,16087950
1754028300,2025-08-01 11:35:00,NIFTY-FUT,24758.00,24761.00,24733.70,24745.00,140625,16136925
1754028600,2025-08-01 11:40:00,NIFTY-FUT,24744.00,24749.00,24711.80,24713.10,129900,16147800
1754028900,2025-08-01 11:45:00,NIFTY-FUT,24718.50,24744.00,24715.10,24740.10,132375,16164150
1754029200,2025-08-01 11:50:00,NIFTY-FUT,24740.10,24749.10,24731.80,24737.90,36450,16177725
1754029500,2025-08-01 11:55:00,NIFTY-FUT,24738.70,24743.80,24725.00,24728.80,25500,16185900
1754029800,2025-08-01 12:00:00,NIFTY-FUT,24729.10,24733.70,24713.00,24716.00,38325,16200900
1754030100,2025-08-01 12:05:00,NIFTY-FUT,24721.90,24739.00,24715.40,24739.00,41100,16222725
1754030400,2025-08-01 12:10:00,NIFTY-FUT,24739.00,24739.40,24720.00,24720.00,40350,16229925
1754030700,2025-08-01 12:15:00,NIFTY-FUT,24715.80,24727.00,24713.40,24725.00,43050,16257375
1754031000,2025-08-01 12:20:00,NIFTY-FUT,24725.00,24746.90,24718.50,24741.30,48300,16283400
1754031300,2025-08-01 12:25:00,NIFTY-FUT,24741.30,24746.70,24730.10,24730.20,34500,16287900
1754031600,2025-08-01 12:30:00,NIFTY-FUT,24730.20,24770.00,24721.00,24721.00,78000,16310400
1754031900,2025-08-01 12:35:00,NIFTY-FUT,24721.00,24730.00,24700.00,24710.10,137025,16348950
1754032200,2025-08-01 12:40:00,NIFTY-FUT,24710.10,24716.80,24690.00,24708.00,87750,16357275
1754032500,2025-08-01 12:45:00,NIFTY-FUT,24708.00,24719.80,24702.00,24706.00,39675,16385925
1754032800,2025-08-01 12:50:00,NIFTY-FUT,24706.00,24719.80,24701.00,24716.00,26100,16393575
1754033100,2025-08-01 12:55:00,NIFTY-FUT,24716.00,24723.00,24707.00,24708.80,21825,16398225
1754033400,2025-08-01 13:00:00,NIFTY-FUT,24708.80,24712.90,24700.00,24703.50,21600,16404975
1754033700,2025-08-01 13:05:00,NIFTY-FUT,24703.50,24735.00,24703.50,24715.00,37875,16410000
1754034000,2025-08-01 13:10:00,NIFTY-FUT,24715.00,24729.90,24710.00,24720.00,23325,16422375
1754034300,2025-08-01 13:15:00,NIFTY-FUT,24718.90,24730.00,24712.60,24712.60,13425,16427550
1754034600,2025-08-01 13:20:00,NIFTY-FUT,24715.00,24729.00,24711.40,24720.00,14625,16431600
1754034900,2025-08-01 13:25:00,NIFTY-FUT,24720.00,24744.00,24720.00,24742.00,34200,16433250
1754035200,2025-08-01 13:30:00,NIFTY-FUT,24742.70,24754.00,24728.20,24728.30,45375,16438425
1754035500,2025-08-01 13:35:00,NIFTY-FUT,24728.30,24735.10,24695.00,24697.00,83400,16441575
1754035800,2025-08-01 13:40:00,NIFTY-FUT,24700.00,24734.90,24697.50,24728.00,43575,16471875
1754036100,2025-08-01 13:45:00,NIFTY-FUT,24728.00,24734.00,24721.00,24727.30,17175,16472850
1754036400,2025-08-01 13:50:00,NIFTY-FUT,24725.40,24728.40,24715.00,24721.70,9525,16474950
1754036700,2025-08-01 13:55:00,NIFTY-FUT,24721.70,24728.30,24695.00,24701.10,39225,16483350
1754037000,2025-08-01 14:00:00,NIFTY-FUT,24704.30,24716.40,24695.00,24702.10,83850,16547025
1754037300,2025-08-01 14:05:00,NIFTY-FUT,24703.10,24712.10,24697.60,24700.00,27375,16552275
1754037600,2025-08-01 14:10:00,NIFTY-FUT,24701.00,24722.00,24699.00,24711.80,36900,16573800
1754037900,2025-08-01 14:15:00,NIFTY-FUT,24707.40,24722.00,24705.60,24708.20,15750,16577400
1754038200,2025-08-01 14:20:00,NIFTY-FUT,24708.20,24711.00,24693.90,24693.90,26625,16582350
1754038500,2025-08-01 14:25:00,NIFTY-FUT,24693.10,24699.90,24680.10,24693.00,75000,16588950
1754038800,2025-08-01 14:30:00,NIFTY-FUT,24689.90,24718.90,24686.10,24712.80,43275,16595550
1754039100,2025-08-01 14:35:00,NIFTY-FUT,24711.70,24718.60,24685.50,24700.00,44100,16597500
1754039400,2025-08-01 14:40:00,NIFTY-FUT,24700.00,24704.00,24689.10,24693.50,38175,16610775
1754039700,2025-08-01 14:45:00,NIFTY-FUT,24693.00,24708.00,24682.30,24702.90,93075,16647900
1754040000,2025-08-01 14:50:00,NIFTY-FUT,24705.10,24706.00,24690.00,24690.90,23700,16646775
1754040300,2025-08-01 14:55:00,NIFTY-FUT,24690.90,24693.90,24673.10,24680.00,103950,16670400
1754040600,2025-08-01 15:00:00,NIFTY-FUT,24680.00,24690.00,24660.80,24662.90,117750,16687800
1754040900,2025-08-01 15:05:00,NIFTY-FUT,24663.40,24667.90,24614.50,24620.00,257550,16732725
1754041200,2025-08-01 15:10:00,NIFTY-FUT,24622.20,24628.90,24601.40,24620.00,211125,16779976
1754041500,2025-08-01 15:15:00,NIFTY-FUT,24620.30,24629.00,24612.50,24615.80,242175,16854600
1754041800,2025-08-01 15:20:00,NIFTY-FUT,24618.00,24628.00,24612.10,24624.00,232800,16926976
1754042100,2025-08-01 15:25:00,NIFTY-FUT,24622.10,24627.20,24605.00,24627.20,301200,16890500
1754279100,2025-08-04 09:15:00,NIFTY-FUT,24630.00,24715.00,24630.00,24711.90,339225,16885050
1754279400,2025-08-04 09:20:00,NIFTY-FUT,24717.30,24722.10,24697.40,24717.00,171375,16866676
1754279700,2025-08-04 09:25:00,NIFTY-FUT,24714.80,24740.00,24710.30,24739.50,181575,16861124
1754280000,2025-08-04 09:30:00,NIFTY-FUT,24739.50,24745.00,24720.00,24732.90,161625,16840050
1754280300,2025-08-04 09:35:00,NIFTY-FUT,24732.40,24738.50,24720.90,24727.20,62775,16847176
1754280600,2025-08-04 09:40:00,NIFTY-FUT,24727.20,24729.70,24674.60,24674.60,143025,16821600
1754280900,2025-08-04 09:45:00,NIFTY-FUT,24672.00,24687.80,24635.60,24687.80,220650,16821524
1754281200,2025-08-04 09:50:00,NIFTY-FUT,24685.90,24734.00,24675.00,24692.50,155925,16808550
1754281500,2025-08-04 09:55:00,NIFTY-FUT,24693.70,24695.00,24680.10,24683.50,40350,16807500
1754281800,2025-08-04 10:00:00,NIFTY-FUT,24683.50,24705.00,24676.00,24705.00,52275,16807500
1754282100,2025-08-04 10:05:00,NIFTY-FUT,24704.50,24718.90,24693.70,24700.00,66975,16797750
1754282400,2025-08-04 10:10:00,NIFTY-FUT,24700.00,24708.00,24690.10,24697.70,34350,16808400
1754282700,2025-08-04 10:15:00,NIFTY-FUT,24702.40,24720.00,24696.30,24705.00,35625,16806000
1754283000,2025-08-04 10:20:00,NIFTY-FUT,24705.00,24728.90,24703.00,24724.90,34500,16807950
1754283300,2025-08-04 10:25:00,NIFTY-FUT,24724.90,24725.00,24680.00,24692.60,39525,16808776
1754283600,2025-08-04 10:30:00,NIFTY-FUT,24688.00,24718.00,24688.00,24714.40,29025,16810200
1754283900,2025-08-04 10:35:00,NIFTY-FUT,24714.00,24725.00,24706.20,24725.00,20100,16799024
1754284200,2025-08-04 10:40:00,NIFTY-FUT,24725.00,24731.10,24715.00,24715.20,23925,16796100
1754284500,2025-08-04 10:45:00,NIFTY-FUT,24715.20,24718.90,24690.00,24690.00,39825,16783724
1754284800,2025-08-04 10:50:00,NIFTY-FUT,24690.00,24713.40,24680.00,24705.00,33750,16787400
1754285100,2025-08-04 10:55:00,NIFTY-FUT,24703.00,24709.00,24695.50,24702.90,8250,16785224
1754285400,2025-08-04 11:00:00,NIFTY-FUT,24702.90,24738.50,24694.80,24738.50,45525,16781176
1754285700,2025-08-04 11:05:00,NIFTY-FUT,24729.70,24750.90,24722.00,24730.90,87675,16760100
1754286000,2025-08-04 11:10:00,NIFTY-FUT,24727.00,24744.90,24725.00,24743.20,30300,16757025
1754286300,2025-08-04 11:15:00,NIFTY-FUT,24743.20,24750.00,24735.00,24742.00,51225,16749150
1754286600,2025-08-04 11:20:00,NIFTY-FUT,24745.50,24764.00,24740.20,24749.90,111975,16714500
1754286900,2025-08-04 11:25:00,NIFTY-FUT,24749.90,24758.00,24737.90,24740.00,33150,16690875
1754287200,2025-08-04 11:30:00,NIFTY-FUT,24741.00,24762.00,24739.20,24749.90,39825,16681350
1754287500,2025-08-04 11:35:00,NIFTY-FUT,24740.80,24742.00,24716.30,24733.00,54450,16665750
1754287800,2025-08-04 11:40:00,NIFTY-FUT,24733.00,24748.00,24730.00,24748.00,18375,16654800
1754288100,2025-08-04 11:45:00,NIFTY-FUT,24742.20,24754.00,24740.40,24751.20,21750,16657800
1754288400,2025-08-04 11:50:00,NIFTY-FUT,24751.10,24756.60,24743.90,24756.60,50475,16655850
1754288700,2025-08-04 11:55:00,NIFTY-FUT,24756.60,24765.20,24745.10,24755.00,57825,16663725
1754289000,2025-08-04 12:00:00,NIFTY-FUT,24755.00,24762.00,24735.30,24743.80,32400,16663275
1754289300,2025-08-04 12:05:00,NIFTY-FUT,24747.30,24752.50,24735.90,24740.20,43500,16664175
1754289600,2025-08-04 12:10:00,NIFTY-FUT,24744.00,24754.50,24740.70,24754.00,20850,16650300
1754289900,2025-08-04 12:15:00,NIFTY-FUT,24754.00,24755.00,24742.00,24754.70,20700,16653600
1754290200,2025-08-04 12:20:00,NIFTY-FUT,24754.70,24754.80,24740.20,24744.70,18900,16657650
1754290500,2025-08-04 12:25:00,NIFTY-FUT,24746.20,24773.00,24744.70,24773.00,74700,16642725
1754290800,2025-08-04 12:30:00,NIFTY-FUT,24772.50,24775.00,24764.00,24770.60,70350,16638450
1754291100,2025-08-04 12:35:00,NIFTY-FUT,24770.00,24787.50,24770.00,24785.10,62475,16621425
1754291400,2025-08-04 12:40:00,NIFTY-FUT,24785.10,24790.00,24760.00,24764.20,55800,16602450
1754291700,2025-08-04 12:45:00,NIFTY-FUT,24762.60,24776.00,24755.00,24765.00,31275,16606425
1754292000,2025-08-04 12:50:00,NIFTY-FUT,24764.40,24777.80,24760.20,24764.90,22800,16596225
1754292300,2025-08-04 12:55:00,NIFTY-FUT,24764.90,24779.40,24764.10,24777.60,30600,16598475
1754292600,2025-08-04 13:00:00,NIFTY-FUT,24777.60,24793.00,24776.00,24785.00,51075,16585650
1754292900,2025-08-04 13:05:00,NIFTY-FUT,24785.00,24788.00,24772.30,24780.70,20325,16588800
1754293200,2025-08-04 13:10:00,NIFTY-FUT,24781.40,24782.00,24765.20,24767.00,21900,16581225
1754293500,2025-08-04 13:15:00,NIFTY-FUT,24772.00,24778.00,24760.00,24767.40,30075,16586475
1754293800,2025-08-04 13:20:00,NIFTY-FUT,24767.40,24770.00,24755.80,24758.00,27900,16589250
1754294100,2025-08-04 13:25:00,NIFTY-FUT,24758.00,24763.40,24729.40,24747.30,57525,16586625
1754294400,2025-08-04 13:30:00,NIFTY-FUT,24745.00,24764.80,24739.10,24763.00,21750,16579050
1754294700,2025-08-04 13:35:00,NIFTY-FUT,24762.90,24763.70,24752.00,24760.00,12675,16576725
1754295000,2025-08-04 13:40:00,NIFTY-FUT,24760.00,24775.00,24758.70,24775.00,15075,16575750
1754295300,2025-08-04 13:45:00,NIFTY-FUT,24770.00,24812.90,24770.00,24791.80,167475,16551675
1754295600,2025-08-04 13:50:00,NIFTY-FUT,24791.70,24798.60,24786.00,24793.40,23925,16544925
1754295900,2025-08-04 13:55:00,NIFTY-FUT,24793.40,24799.00,24787.00,24795.00,19650,16547400
1754296200,2025-08-04 14:00:00,NIFTY-FUT,24797.00,24799.00,24765.20,24777.90,55125,16551450
1754296500,2025-08-04 14:05:00,NIFTY-FUT,24772.80,24792.40,24772.80,24791.30,16575,16552125
1754296800,2025-08-04 14:10:00,NIFTY-FUT,24791.20,24798.00,24787.50,24790.50,23175,16558500
1754297100,2025-08-04 14:15:00,NIFTY-FUT,24794.70,24799.00,24787.30,24789.60,16650,16560375
1754297400,2025-08-04 14:20:00,NIFTY-FUT,24792.00,24798.00,24788.00,24790.00,28725,16559025
1754297700,2025-08-04 14:25:00,NIFTY-FUT,24790.10,24798.00,24785.00,24795.50,27150,16570500
1754298000,2025-08-04 14:30:00,NIFTY-FUT,24798.00,24808.80,24790.00,24801.00,50475,16568550
1754298300,2025-08-04 14:35:00,NIFTY-FUT,24801.00,24801.00,24780.00,24791.00,27900,16569825
1754298600,2025-08-04 14:40:00,NIFTY-FUT,24791.00,24796.80,24778.10,24778.10,18450,16575300
1754298900,2025-08-04 14:45:00,NIFTY-FUT,24779.00,24794.00,24768.50,24792.00,27225,16569900
1754299200,2025-08-04 14:50:00,NIFTY-FUT,24792.00,24800.00,24789.00,24796.70,32625,16569150
1754299500,2025-08-04 14:55:00,NIFTY-FUT,24796.70,24798.00,24789.10,24793.50,41700,16572675
1754299800,2025-08-04 15:00:00,NIFTY-FUT,24794.10,24795.00,24775.00,24784.10,60000,16586700
