Ticker,Date/Time,Open,High,Low,Close,Volume,Open Interest
BANKNIFTY-FUT,16-12-2025 11:05:00,59340.00,59366.60,59333.80,59350.60,1750,1785875
BANKNIFTY-FUT,16-12-2025 11:10:00,59356.40,59360.60,59334.00,59339.40,2345,1787485
BANKNIFTY-FUT,16-12-2025 11:15:00,59339.40,59350.00,59331.40,59350.00,1435,1787800
BANKNIFTY-FUT,16-12-2025 11:20:00,59349.80,59370.00,59340.00,59347.00,4655,1788640
BANKNIFTY-FUT,16-12-2025 11:25:00,59347.00,59369.00,59334.40,59369.00,1540,1788990
BANKNIFTY-FUT,16-12-2025 11:30:00,59355.40,59366.00,59307.80,59312.60,5670,1790320
BANKNIFTY-FUT,16-12-2025 11:35:00,59312.60,59312.60,59243.40,59265.00,32130,1795150
BANKNIFTY-FUT,16-12-2025 11:40:00,59265.00,59278.80,59248.80,59270.60,8260,1799455
BANKNIFTY-FUT,16-12-2025 11:45:00,59268.00,59290.00,59256.20,59288.40,6790,1800715
BANKNIFTY-FUT,16-12-2025 11:50:00,59288.40,59303.60,59283.20,59303.40,7350,1805860
BANKNIFTY-FUT,16-12-2025 11:55:00,59304.60,59319.00,59290.20,59305.60,5810,1810550
BANKNIFTY-FUT,16-12-2025 12:00:00,59305.60,59325.00,59291.40,59315.20,10395,1814785
BANKNIFTY-FUT,16-12-2025 12:05:00,59322.60,59322.60,59292.20,59305.20,4060,1817585
BANKNIFTY-FUT,16-12-2025 12:10:00,59300.20,59315.80,59286.20,59300.00,2415,1818950
BANKNIFTY-FUT,16-12-2025 12:15:00,59300.00,59325.00,59294.60,59321.80,6370,1819160
BANKNIFTY-FUT,16-12-2025 12:20:00,59325.00,59343.80,59305.60,59306.00,8925,1823850
BANKNIFTY-FUT,16-12-2025 12:25:00,59310.00,59368.40,59310.00,59350.20,7315,1821260
BANKNIFTY-FUT,16-12-2025 12:30:00,59350.20,59371.20,59330.00,59350.00,5950,1821085
BANKNIFTY-FUT,16-12-2025 12:35:00,59350.00,59358.00,59325.00,59334.80,2135,1820700
BANKNIFTY-FUT,16-12-2025 12:40:00,59334.80,59349.80,59325.00,59340.20,2870,1821505
BANKNIFTY-FUT,16-12-2025 12:45:00,59340.20,59349.00,59298.40,59305.00,9310,1822835
BANKNIFTY-FUT,16-12-2025 12:50:00,59305.00,59339.00,59304.00,59318.00,8470,1832250
BANKNIFTY-FUT,16-12-2025 12:55:00,59315.00,59332.60,59286.80,59329.80,12670,1840650
BANKNIFTY-FUT,16-12-2025 13:00:00,59329.80,59329.80,59308.20,59309.40,735,1833580
BANKNIFTY-FUT,16-12-2025 13:05:00,59313.00,59313.00,59291.40,59304.00,1855,1834490
BANKNIFTY-FUT,16-12-2025 13:10:00,59300.00,59315.00,59291.00,59308.80,1260,1835015
BANKNIFTY-FUT,16-12-2025 13:15:00,59296.60,59328.60,59290.00,59296.80,5495,1836940
BANKNIFTY-FUT,16-12-2025 13:20:00,59300.00,59312.60,59293.80,59293.80,770,1838375
BANKNIFTY-FUT,16-12-2025 13:25:00,59305.60,59312.80,59300.00,59312.40,1680,1839215
BANKNIFTY-FUT,16-12-2025 13:30:00,59301.20,59338.20,59301.20,59319.60,1715,1839915
BANKNIFTY-FUT,16-12-2025 13:35:00,59319.60,59349.60,59319.60,59345.60,2485,1840440
BANKNIFTY-FUT,16-12-2025 13:40:00,59349.60,59364.40,59332.00,59335.00,3605,1840895
BANKNIFTY-FUT,16-12-2025 13:45:00,59350.00,59393.80,59348.40,59380.00,17955,1836275
BANKNIFTY-FUT,16-12-2025 13:50:00,59380.00,59394.40,59357.60,59370.20,10115,1834175
BANKNIFTY-FUT,16-12-2025 13:55:00,59365.20,59365.20,59311.20,59320.60,4690,1830920
BANKNIFTY-FUT,16-12-2025 14:00:00,59320.60,59333.80,59291.80,59301.60,6125,1833720
BANKNIFTY-FUT,16-12-2025 14:05:00,59301.60,59320.00,59290.00,59300.80,3150,1834350
BANKNIFTY-FUT,16-12-2025 14:10:00,59300.80,59311.60,59292.80,59307.60,2030,1834560
BANKNIFTY-FUT,16-12-2025 14:15:00,59296.40,59328.00,59265.00,59265.00,4935,1834840
BANKNIFTY-FUT,16-12-2025 14:20:00,59266.40,59312.40,59256.20,59303.80,22610,1849750
BANKNIFTY-FUT,16-12-2025 14:25:00,59304.40,59345.00,59292.60,59330.00,12285,1857870
BANKNIFTY-FUT,16-12-2025 14:30:00,59338.20,59338.20,59305.20,59315.20,4655,1859550
BANKNIFTY-FUT,16-12-2025 14:35:00,59315.20,59330.80,59305.20,59316.60,3850,1861685
BANKNIFTY-FUT,16-12-2025 14:40:00,59316.60,59340.40,59314.60,59330.00,3465,1862875
BANKNIFTY-FUT,16-12-2025 14:45:00,59330.00,59349.40,59311.00,59323.20,4340,1861755
BANKNIFTY-FUT,16-12-2025 14:50:00,59336.80,59341.40,59321.20,59333.80,2030,1861440
BANKNIFTY-FUT,16-12-2025 14:55:00,59324.20,59344.60,59320.00,59325.00,2205,1861475
BANKNIFTY-FUT,16-12-2025 15:00:00,59327.40,59360.00,59327.40,59334.60,10430,1861265
BANKNIFTY-FUT,16-12-2025 15:05:00,59339.00,59359.80,59321.20,59327.60,15610,1866340
BANKNIFTY-FUT,16-12-2025 15:10:00,59327.80,59330.00,59304.80,59312.60,11620,1869595
BANKNIFTY-FUT,16-12-2025 15:15:00,59312.60,59314.80,59263.20,59273.80,18060,1873410
BANKNIFTY-FUT,16-12-2025 15:20:00,59270.00,59280.00,59236.80,59250.00,22750,1880515
BANKNIFTY-FUT,16-12-2025 15:25:00,59255.00,59287.80,59225.00,59287.80,32480,1874080
BANKNIFTY-FUT,17-12-2025 09:15:00,59280.00,59299.00,59180.40,59228.40,36960,1885030
BANKNIFTY-FUT,17-12-2025 09:20:00,59230.20,59340.00,59222.80,59339.80,22470,1889125
BANKNIFTY-FUT,17-12-2025 09:25:00,59340.00,59355.00,59242.20,59262.20,14630,1891925
BANKNIFTY-FUT,17-12-2025 09:30:00,59262.20,59320.00,59211.20,59319.80,12495,1893605
BANKNIFTY-FUT,17-12-2025 09:35:00,59319.80,59328.80,59285.00,59301.20,9730,1891260
BANKNIFTY-FUT,17-12-2025 09:40:00,59301.20,59301.20,59203.00,59203.00,20685,1894200
BANKNIFTY-FUT,17-12-2025 09:45:00,59200.00,59212.20,59118.60,59131.20,34125,1895670
BANKNIFTY-FUT,17-12-2025 09:50:00,59131.20,59179.80,59131.00,59170.00,8645,1896895
BANKNIFTY-FUT,17-12-2025 09:55:00,59160.40,59241.20,59150.00,59190.20,10710,1897560
